,ProductID,ProductCategory,ProductBrand,ProductPrice,CustomerAge,CustomerGender,PurchaseFrequency,CustomerSatisfaction,PurchaseIntent
58,5932.0,Tablets,,2721.57863227861,25.0,1.0,15.0,3.0,0.0
59,5933.0,Tablets,Apple,468.4546849683096,69.0,0.0,2.0,3.0,0.0
60,5934.0,Headphones,Other Brands,1836.615958725286,67.0,0.0,10.0,2.0,0.0
61,5935.0,Smart Watches,Sony,1659.246074043603,44.0,1.0,17.0,5.0,1.0
62,5936.0,Tablets,Other Brands,2093.9952113395857,69.0,0.0,11.0,3.0,0.0
63,5937.0,Laptops,Apple,585.7831178887856,33.0,1.0,11.0,4.0,1.0
64,5938.0,Smartphones,Other Brands,2724.653034742052,67.0,0.0,3.0,1.0,0.0
65,5939.0,Smart Watches,Apple,1360.8525588751738,37.0,,17.0,5.0,1.0
66,5940.0,Smartphones,HP,2956.233181351217,24.0,0.0,9.0,5.0,0.0
67,5941.0,Tablets,Apple,750.9570883233584,23.0,0.0,17.0,5.0,0.0
68,5942.0,Smart Watches,Other Brands,2130.78601023082,28.0,0.0,19.0,2.0,0.0
69,5943.0,Smart Watches,Sony,385.2980221530637,22.0,1.0,7.0,4.0,1.0
70,5944.0,Smart Watches,Sony,2865.4575424544582,61.0,0.0,19.0,,1.0
71,5945.0,Smart Watches,Samsung,1975.582755196506,19.0,1.0,4.0,1.0,0.0
72,5946.0,Headphones,HP,2559.972025462975,67.0,1.0,16.0,5.0,1.0
73,5947.0,Smart Watches,Other Brands,1613.4590505446265,25.0,1.0,2.0,2.0,0.0
74,5948.0,Tablets,Samsung,1500.030111824888,62.0,0.0,3.0,3.0,0.0
75,5949.0,Smartphones,Other Brands,1969.6545621764624,35.0,0.0,10.0,1.0,0.0
76,5950.0,Tablets,Other Brands,262.1532767012959,41.0,1.0,18.0,4.0,1.0
77,5951.0,Tablets,Other Brands,1797.2982467754682,33.0,0.0,1.0,4.0,1.0
78,5952.0,Smartphones,Sony,789.3074817382742,42.0,1.0,16.0,4.0,1.0
79,5953.0,Smartphones,Apple,826.6047852365798,26.0,0.0,14.0,5.0,0.0
80,5954.0,Headphones,Apple,2351.62742300165,53.0,0.0,12.0,4.0,1.0
81,5955.0,Smart Watches,Sony,1227.804031228086,51.0,0.0,18.0,1.0,0.0
82,5956.0,Smart Watches,Sony,124.8272897450507,68.0,1.0,3.0,3.0,1.0
83,5957.0,Tablets,HP,1111.6083652815587,53.0,0.0,6.0,3.0,0.0
84,5958.0,Smartphones,Samsung,2647.021562406322,60.0,0.0,5.0,2.0,0.0
85,5959.0,Tablets,Sony,1351.257829183865,67.0,1.0,13.0,1.0,1.0
86,5960.0,Laptops,Apple,233.6745297715764,69.0,0.0,7.0,1.0,0.0
87,5961.0,Tablets,Apple,1191.1999374916877,68.0,0.0,11.0,5.0,1.0
88,5962.0,Headphones,Samsung,2487.8792930551213,57.0,1.0,17.0,2.0,1.0
89,5963.0,Headphones,Sony,1261.535157368096,65.0,1.0,10.0,5.0,1.0
90,5964.0,Laptops,Apple,109.28990807512898,37.0,1.0,14.0,4.0,1.0
91,,Headphones,Samsung,2506.175754907102,55.0,1.0,15.0,4.0,1.0
92,5966.0,Smart Watches,Samsung,2679.3341228366403,64.0,0.0,13.0,1.0,0.0
93,5967.0,Tablets,HP,1237.469184528068,48.0,0.0,3.0,2.0,0.0
94,5968.0,Smart Watches,HP,2679.3034245803124,25.0,1.0,14.0,4.0,1.0
95,5969.0,Smartphones,Apple,409.9001007860951,46.0,0.0,19.0,1.0,0.0
96,5970.0,Headphones,Apple,1505.0060063198766,27.0,1.0,14.0,2.0,0.0
97,5971.0,Smart Watches,Sony,223.06840256621987,55.0,0.0,13.0,5.0,1.0
98,5972.0,Smart Watches,Apple,1374.365141788454,48.0,1.0,11.0,4.0,1.0
99,5973.0,Headphones,Samsung,1505.999434916964,53.0,1.0,12.0,3.0,1.0
100,5974.0,Headphones,Other Brands,1678.637668454201,30.0,1.0,16.0,3.0,0.0
101,5975.0,Headphones,Other Brands,224.4303474526278,51.0,0.0,13.0,2.0,0.0
102,5976.0,Headphones,,2509.9505692922,50.0,0.0,18.0,3.0,0.0
103,5977.0,Laptops,Samsung,1186.2486718027965,47.0,1.0,5.0,5.0,1.0
104,5978.0,Smart Watches,Apple,2866.7931990800776,69.0,1.0,3.0,2.0,1.0
105,5979.0,Headphones,HP,2761.429390181537,45.0,0.0,11.0,4.0,1.0
106,5980.0,Laptops,HP,2335.0390105651386,53.0,0.0,1.0,3.0,0.0
107,5981.0,Smart Watches,Sony,1531.7353152746998,64.0,1.0,9.0,3.0,1.0
108,5982.0,Laptops,Other Brands,2315.520847632006,25.0,0.0,12.0,2.0,0.0
109,5983.0,Tablets,Other Brands,2775.551511545713,56.0,1.0,15.0,4.0,1.0
110,5984.0,Headphones,HP,853.2988944490827,58.0,1.0,18.0,,1.0
111,5985.0,Laptops,Sony,576.7247113478368,28.0,1.0,5.0,5.0,1.0
112,5986.0,Headphones,Other Brands,492.36298431923336,42.0,1.0,17.0,4.0,1.0
113,5987.0,Smart Watches,Other Brands,2403.957553340061,65.0,0.0,4.0,2.0,0.0
114,5988.0,Smartphones,Sony,2709.9467523392004,63.0,0.0,17.0,4.0,1.0
115,5989.0,Headphones,Samsung,1966.8083835418656,45.0,0.0,15.0,1.0,0.0
116,5990.0,Laptops,Sony,1950.151112343442,30.0,0.0,19.0,2.0,
117,5991.0,Smart Watches,Apple,2765.738305392524,,1.0,8.0,2.0,1.0
118,5992.0,Tablets,HP,1929.695531820776,25.0,0.0,4.0,5.0,0.0
119,5993.0,Laptops,Sony,2843.819525046022,25.0,0.0,19.0,5.0,0.0
120,5994.0,Headphones,Sony,2315.6767355229026,21.0,1.0,16.0,3.0,
121,5995.0,Laptops,Other Brands,1478.5295189680994,45.0,0.0,18.0,3.0,
122,5996.0,Tablets,Apple,2432.4615991254886,53.0,1.0,13.0,1.0,1.0
123,5997.0,Laptops,Other Brands,2584.5296482255976,38.0,0.0,9.0,1.0,0.0
124,5998.0,Laptops,HP,1984.015783673458,67.0,1.0,14.0,3.0,1.0
125,5999.0,Smartphones,HP,1395.0931103444625,31.0,0.0,,4.0,1.0
126,6000.0,Headphones,Sony,2096.721431458816,46.0,0.0,14.0,3.0,
127,6001.0,Tablets,HP,2446.9218997818625,46.0,0.0,7.0,,1.0
128,6002.0,Smartphones,HP,1479.706109542381,38.0,1.0,6.0,5.0,1.0
129,6003.0,Smart Watches,Sony,2578.6241108513013,56.0,0.0,,1.0,0.0
130,6004.0,Laptops,Apple,565.0344341017734,20.0,0.0,7.0,3.0,0.0
131,6005.0,Laptops,Sony,1615.6047000199003,19.0,1.0,12.0,2.0,0.0
132,6006.0,Smartphones,Apple,1375.7755520320643,33.0,1.0,7.0,3.0,1.0
133,6007.0,Smartphones,Sony,1704.3833056430387,47.0,0.0,8.0,3.0,0.0
134,6008.0,Headphones,Samsung,2566.6971184307254,21.0,1.0,2.0,3.0,0.0
135,6009.0,Smartphones,Other Brands,2574.2493744621306,60.0,1.0,8.0,5.0,1.0
136,6010.0,Headphones,Samsung,1019.437435539791,28.0,1.0,6.0,3.0,0.0
137,6011.0,Smart Watches,Samsung,1405.3517096508644,28.0,0.0,10.0,2.0,0.0
138,6012.0,Tablets,Sony,772.3063687282204,18.0,1.0,11.0,2.0,0.0
139,6013.0,Smartphones,Samsung,2723.05536813472,48.0,0.0,17.0,1.0,0.0
140,6014.0,Tablets,Sony,383.8143936346533,60.0,1.0,10.0,3.0,
141,6015.0,Headphones,Other Brands,1913.8773969026108,27.0,0.0,11.0,2.0,0.0
142,6016.0,Smart Watches,Samsung,2782.6474891245784,32.0,0.0,19.0,5.0,1.0
143,6017.0,Smartphones,Other Brands,466.8312032042271,42.0,1.0,18.0,4.0,1.0
144,6018.0,Smartphones,HP,1048.8250188239565,51.0,0.0,3.0,5.0,1.0
145,6019.0,Smart Watches,Samsung,1806.0570221521637,49.0,0.0,8.0,2.0,0.0
146,6020.0,Tablets,Other Brands,2865.1876590026327,65.0,1.0,7.0,5.0,1.0
147,6021.0,Smartphones,Other Brands,,42.0,0.0,18.0,4.0,1.0
148,6022.0,Smart Watches,Apple,233.2655319086016,36.0,1.0,11.0,2.0,1.0
149,,Smartphones,HP,2090.798833907924,66.0,1.0,18.0,5.0,1.0
150,6024.0,Laptops,HP,1468.9669599162746,33.0,0.0,14.0,1.0,0.0
151,6025.0,Headphones,HP,731.4370941764115,19.0,1.0,19.0,3.0,0.0
152,6026.0,Laptops,Sony,2983.494261829323,41.0,0.0,11.0,,0.0
153,6027.0,Smartphones,Samsung,1997.9179888285207,38.0,0.0,10.0,4.0,1.0
154,6028.0,Smartphones,Sony,1206.7120470825023,20.0,0.0,1.0,1.0,0.0
155,6029.0,,Apple,1752.1573382093582,,1.0,6.0,3.0,1.0
156,6030.0,Smartphones,Samsung,936.4659101132988,58.0,0.0,10.0,4.0,1.0
157,6031.0,Smart Watches,Sony,420.5019849113127,60.0,0.0,13.0,5.0,1.0
158,6032.0,Smartphones,Apple,2291.5266503266093,66.0,1.0,17.0,1.0,1.0
159,6033.0,Smart Watches,,2441.3913968901543,59.0,0.0,1.0,4.0,1.0
160,6034.0,Tablets,Sony,345.794948671479,23.0,1.0,8.0,4.0,1.0
161,6035.0,Headphones,Other Brands,832.2568828364172,55.0,1.0,7.0,3.0,1.0
162,,Tablets,HP,1667.943513750575,18.0,1.0,19.0,5.0,1.0
163,6037.0,Laptops,HP,330.12003630302024,47.0,1.0,8.0,1.0,1.0
164,6038.0,Smart Watches,Apple,2884.8734423338365,50.0,0.0,11.0,5.0,1.0
165,6039.0,Smart Watches,Other Brands,162.87623923022613,40.0,1.0,8.0,5.0,1.0
166,6040.0,Headphones,HP,1636.489675630084,42.0,0.0,19.0,4.0,1.0
167,6041.0,Headphones,Samsung,1402.744497621219,57.0,0.0,8.0,4.0,1.0
168,6042.0,Tablets,HP,1951.518407666512,21.0,1.0,10.0,3.0,0.0
169,6043.0,Smartphones,HP,1909.92069511967,26.0,1.0,18.0,3.0,0.0
170,6044.0,Smartphones,HP,351.3871156538159,69.0,0.0,8.0,1.0,0.0
171,6045.0,Headphones,Sony,1488.2453992869573,56.0,1.0,3.0,1.0,1.0
172,,Smartphones,Apple,1674.8073744116757,45.0,1.0,7.0,1.0,1.0
173,6047.0,Smart Watches,Other Brands,782.2358143367167,39.0,1.0,4.0,,
174,6048.0,Headphones,Apple,400.464165086736,42.0,1.0,19.0,2.0,1.0
175,6049.0,Headphones,Sony,1508.4845582598707,50.0,0.0,5.0,3.0,0.0
176,6050.0,Headphones,Other Brands,906.067430346667,67.0,0.0,2.0,2.0,0.0
177,6051.0,Headphones,Apple,510.1413418549664,21.0,1.0,13.0,1.0,0.0
178,6052.0,Headphones,Samsung,2994.1742125666256,22.0,1.0,4.0,3.0,0.0
179,6053.0,Tablets,Other Brands,979.329985871985,58.0,0.0,5.0,3.0,0.0
180,6054.0,Laptops,HP,941.6391260814772,34.0,0.0,3.0,5.0,1.0
181,6055.0,Laptops,Apple,139.04013446607513,38.0,1.0,4.0,1.0,1.0
182,6056.0,Smart Watches,HP,785.5687269456176,25.0,0.0,15.0,4.0,0.0
183,6057.0,Smartphones,Samsung,1152.8754139299526,30.0,0.0,12.0,1.0,0.0
184,6058.0,Smartphones,Sony,178.22928714724907,25.0,0.0,15.0,4.0,0.0
185,6059.0,Laptops,Samsung,2971.874535398601,27.0,1.0,15.0,3.0,0.0
186,6060.0,Laptops,Samsung,2195.7516492435866,,1.0,3.0,3.0,1.0
187,6061.0,Smart Watches,HP,1222.9421230104956,47.0,0.0,17.0,3.0,0.0
188,6062.0,Tablets,,2834.336365745032,20.0,0.0,19.0,2.0,0.0
189,6063.0,Laptops,HP,2805.299985108147,26.0,0.0,4.0,5.0,0.0
190,6064.0,Tablets,HP,1993.7769194596656,51.0,0.0,5.0,1.0,0.0
191,6065.0,Headphones,Samsung,2132.557084721233,48.0,1.0,10.0,3.0,1.0
192,6066.0,,,2150.786710238623,68.0,0.0,1.0,3.0,0.0
193,6067.0,Headphones,HP,2303.051475189634,52.0,0.0,18.0,4.0,
194,6068.0,Headphones,,2573.580671347022,47.0,1.0,12.0,2.0,1.0
195,6069.0,Smartphones,,1745.2160111116443,61.0,0.0,7.0,4.0,1.0
196,6070.0,Smart Watches,Other Brands,2348.4476811506324,,1.0,12.0,4.0,1.0
197,,Smart Watches,Sony,1663.5696464275418,23.0,0.0,1.0,4.0,0.0
198,6072.0,Laptops,Apple,1861.0008021508352,58.0,1.0,12.0,3.0,1.0
199,6073.0,Headphones,Sony,1107.5641068472332,24.0,1.0,5.0,1.0,0.0
200,6074.0,Tablets,Sony,1825.6501063808912,54.0,1.0,10.0,5.0,1.0
201,6075.0,Tablets,Other Brands,1815.5627424331751,19.0,0.0,19.0,,0.0
202,6076.0,Tablets,Other Brands,2423.392159911244,48.0,1.0,13.0,3.0,1.0
203,6077.0,Laptops,Samsung,1782.2762993894548,62.0,0.0,6.0,3.0,0.0
204,6078.0,Headphones,Sony,1289.6172730143346,57.0,0.0,3.0,1.0,0.0
205,6079.0,Smart Watches,Sony,1210.3090460888272,50.0,1.0,7.0,3.0,1.0
206,6080.0,Smartphones,Sony,2652.6372495098585,18.0,1.0,13.0,5.0,1.0
207,6081.0,Laptops,HP,1520.821630356429,19.0,1.0,3.0,3.0,0.0
208,6082.0,Laptops,Apple,2342.989265316976,23.0,0.0,1.0,1.0,0.0
209,6083.0,Headphones,Apple,1639.669208427792,54.0,1.0,19.0,3.0,1.0
210,6084.0,Laptops,HP,2329.405276066154,40.0,1.0,3.0,1.0,1.0
211,6085.0,Tablets,,889.5237021781904,51.0,1.0,2.0,3.0,1.0
212,6086.0,Headphones,Other Brands,1852.9166018936332,28.0,0.0,7.0,4.0,0.0
213,6087.0,Tablets,Other Brands,1447.53041866861,54.0,0.0,3.0,2.0,0.0
214,6088.0,Laptops,HP,909.5710225089148,25.0,0.0,,5.0,0.0
215,6089.0,Headphones,Sony,2723.021744258752,50.0,0.0,10.0,4.0,1.0
216,6090.0,Headphones,Apple,2939.851329852623,39.0,1.0,12.0,3.0,1.0
217,6091.0,Tablets,HP,1232.2919512767892,44.0,0.0,14.0,1.0,0.0
218,6092.0,Laptops,Samsung,206.04328427409047,52.0,1.0,16.0,5.0,1.0
219,6093.0,Smart Watches,Samsung,878.5841271051249,31.0,0.0,17.0,3.0,0.0
220,6094.0,Headphones,Other Brands,682.7500198796579,52.0,0.0,11.0,1.0,0.0
221,6095.0,Headphones,Other Brands,1096.9299549052264,39.0,0.0,13.0,,0.0
222,6096.0,Headphones,Samsung,2897.5463171220085,62.0,0.0,9.0,1.0,0.0
223,6097.0,Headphones,Sony,287.64174136547666,42.0,0.0,2.0,2.0,0.0
224,6098.0,Smart Watches,HP,2950.631473718646,48.0,0.0,1.0,5.0,1.0
225,6099.0,Headphones,Apple,1313.8525676031363,53.0,1.0,8.0,,1.0
226,6100.0,Tablets,HP,2256.76514936796,53.0,1.0,3.0,4.0,1.0
227,6101.0,Smartphones,HP,1437.68682077672,69.0,1.0,5.0,3.0,1.0
228,6102.0,Tablets,Apple,1887.3864881556308,50.0,1.0,9.0,3.0,1.0
229,6103.0,Laptops,Other Brands,698.3098589845557,45.0,1.0,4.0,4.0,1.0
230,6104.0,Headphones,Apple,1854.035494023068,35.0,0.0,6.0,2.0,0.0
231,,Tablets,Sony,1909.2403601008875,31.0,0.0,16.0,1.0,0.0
232,6106.0,Smart Watches,Other Brands,1315.8592891095043,52.0,0.0,,1.0,0.0
233,6107.0,Smartphones,Samsung,2737.20809694937,40.0,0.0,6.0,2.0,0.0
234,6108.0,Headphones,HP,1060.3989315014037,23.0,1.0,15.0,5.0,1.0
235,6109.0,Smart Watches,Sony,150.1229098047285,23.0,1.0,10.0,3.0,0.0
236,6110.0,Smartphones,HP,2460.0253275789883,46.0,1.0,13.0,1.0,1.0
237,6111.0,Headphones,Apple,401.8987847703025,40.0,0.0,14.0,1.0,0.0
238,6112.0,Tablets,Apple,2760.17903975797,61.0,0.0,8.0,,0.0
239,6113.0,Smart Watches,Other Brands,643.5258687199777,47.0,0.0,17.0,1.0,0.0
240,6114.0,Headphones,Samsung,2000.112167937795,58.0,0.0,16.0,5.0,1.0
241,6115.0,Smartphones,Samsung,893.7275241651945,41.0,1.0,2.0,1.0,1.0
242,6116.0,Smartphones,Sony,1727.687007782515,,1.0,15.0,4.0,1.0
243,6117.0,Smartphones,HP,1958.0512066643823,69.0,0.0,13.0,,0.0
244,6118.0,Smart Watches,Other Brands,2633.152466806863,59.0,1.0,15.0,1.0,1.0
245,6119.0,Tablets,Other Brands,2067.063196913815,27.0,0.0,7.0,5.0,0.0
246,6120.0,Smartphones,Sony,1722.1063320379726,34.0,1.0,17.0,2.0,1.0
247,6121.0,Smartphones,Sony,1035.9558426552812,57.0,0.0,4.0,1.0,0.0
248,6122.0,Smartphones,Apple,1216.6023794419723,58.0,1.0,16.0,3.0,1.0
249,6123.0,Smartphones,Sony,2078.3751507687184,33.0,1.0,7.0,1.0,1.0
250,6124.0,Laptops,HP,2298.167263692667,43.0,0.0,10.0,5.0,1.0
251,6125.0,Headphones,Sony,2170.241094657143,39.0,1.0,15.0,5.0,1.0
252,6126.0,Smartphones,HP,2855.402291470048,52.0,0.0,1.0,1.0,0.0
253,6127.0,Smart Watches,Sony,2033.833501103652,55.0,1.0,3.0,1.0,1.0
254,6128.0,Smartphones,Other Brands,2442.850601831581,63.0,1.0,18.0,5.0,1.0
255,6129.0,Headphones,Sony,1135.8973641379323,43.0,1.0,14.0,3.0,1.0
256,6130.0,Smartphones,Sony,1895.501849112028,52.0,0.0,19.0,4.0,1.0
257,6131.0,Smartphones,HP,1113.486262822688,33.0,0.0,13.0,1.0,0.0
258,6132.0,Smart Watches,Sony,1596.915321700838,60.0,0.0,7.0,4.0,1.0
259,6133.0,Laptops,HP,2190.2000996737465,31.0,1.0,18.0,4.0,1.0
260,6134.0,Headphones,Samsung,2383.316886537613,50.0,1.0,18.0,1.0,1.0
261,6135.0,Smartphones,Sony,1606.6135032748168,25.0,0.0,1.0,,0.0
262,6136.0,Headphones,Apple,144.10891955916554,38.0,0.0,9.0,2.0,0.0
263,6137.0,Headphones,Other Brands,894.964152034135,18.0,0.0,,2.0,0.0
264,6138.0,Smartphones,Other Brands,743.1162539791837,49.0,0.0,18.0,2.0,0.0
265,6139.0,Headphones,Samsung,2573.5312038552893,31.0,0.0,15.0,3.0,0.0
266,6140.0,Smartphones,Sony,2056.106676784643,50.0,1.0,16.0,1.0,1.0
267,,Laptops,Other Brands,1357.130800434794,31.0,1.0,16.0,4.0,1.0
268,6142.0,Smartphones,Sony,1041.744225885516,67.0,,15.0,5.0,1.0
269,6143.0,Headphones,Apple,1263.2760528828635,21.0,1.0,16.0,1.0,0.0
270,6144.0,Smart Watches,Apple,1946.4266803740852,,1.0,15.0,5.0,1.0
271,6145.0,Headphones,Apple,2127.800927299534,58.0,1.0,5.0,2.0,1.0
272,6146.0,Laptops,Sony,752.9558720085558,61.0,1.0,2.0,3.0,1.0
273,6147.0,Tablets,Other Brands,1113.521454347736,36.0,1.0,6.0,4.0,1.0
274,6148.0,Tablets,Samsung,1541.380253135379,41.0,1.0,2.0,3.0,1.0
275,6149.0,Laptops,HP,2691.3195749173788,56.0,0.0,11.0,4.0,1.0
276,6150.0,Tablets,Samsung,305.2419232059764,18.0,0.0,16.0,4.0,0.0
277,6151.0,Tablets,Samsung,2004.5072629270949,52.0,0.0,2.0,2.0,0.0
278,6152.0,Laptops,Samsung,631.2060542250263,58.0,1.0,6.0,3.0,1.0
279,6153.0,Headphones,Samsung,1668.0065950471771,33.0,1.0,7.0,4.0,1.0
280,6154.0,Laptops,HP,306.0850443644377,47.0,0.0,14.0,4.0,1.0
281,6155.0,Smartphones,Apple,2786.2189940034777,38.0,0.0,7.0,2.0,0.0
282,6156.0,Smartphones,Sony,2437.496069816139,18.0,1.0,11.0,1.0,0.0
283,6157.0,Smartphones,Other Brands,2285.8923543161404,58.0,1.0,14.0,1.0,1.0
284,6158.0,Smartphones,Sony,1908.8110170317048,18.0,1.0,5.0,5.0,1.0
285,6159.0,Smart Watches,Sony,1872.5148672302244,22.0,0.0,16.0,1.0,0.0
286,6160.0,Smart Watches,HP,1909.155379136824,,0.0,11.0,5.0,1.0
287,6161.0,Tablets,Apple,2920.143852968892,35.0,0.0,14.0,3.0,0.0
288,6162.0,Headphones,Other Brands,400.1667384346393,19.0,0.0,7.0,2.0,0.0
289,6163.0,Smart Watches,HP,2409.107154605812,29.0,1.0,2.0,3.0,0.0
290,6164.0,Headphones,Samsung,141.50328849198087,18.0,1.0,13.0,1.0,0.0
291,6165.0,Headphones,Apple,2729.6660387787315,36.0,1.0,2.0,3.0,1.0
292,6166.0,Headphones,Sony,2330.699143373209,45.0,1.0,6.0,3.0,1.0
293,6167.0,Headphones,HP,2250.6901185315305,18.0,0.0,19.0,4.0,0.0
294,6168.0,Smartphones,HP,864.7020927380277,59.0,1.0,15.0,3.0,1.0
295,6169.0,Smartphones,HP,1879.627990897492,54.0,0.0,15.0,4.0,1.0
296,,Laptops,Apple,503.1329167031725,61.0,1.0,2.0,2.0,1.0
297,6171.0,Laptops,Sony,2247.6993186312548,31.0,0.0,14.0,2.0,0.0
298,6172.0,Tablets,Samsung,2719.2368895306504,36.0,1.0,3.0,5.0,1.0
299,6173.0,Headphones,Other Brands,1344.4896637162492,64.0,1.0,10.0,,1.0
300,6174.0,Smartphones,Samsung,733.0443794175014,44.0,1.0,13.0,4.0,1.0
301,6175.0,Smart Watches,Other Brands,614.7603601751732,57.0,1.0,19.0,2.0,1.0
302,6176.0,Smart Watches,Samsung,1759.9320488955975,33.0,1.0,14.0,3.0,1.0
303,6177.0,Headphones,HP,287.073233047602,19.0,0.0,3.0,1.0,0.0
304,6178.0,Laptops,HP,2073.6638301065777,68.0,0.0,6.0,4.0,1.0
305,6179.0,Headphones,Apple,1134.9222627812685,20.0,1.0,14.0,2.0,0.0
306,6180.0,Headphones,HP,1506.7137537920432,63.0,1.0,19.0,4.0,1.0
307,6181.0,Headphones,Sony,466.3964118000653,30.0,0.0,9.0,4.0,0.0
308,6182.0,Smart Watches,Apple,1068.4373791064718,21.0,0.0,17.0,,0.0
309,6183.0,Smart Watches,Other Brands,558.9930014860902,24.0,1.0,6.0,3.0,0.0
